timestamp,BASMODE,calc_CTFan_kW/Ton,Calc_OldkWTon,Calc_ProjkWTon,CDW_Delta_T,CDWP_kW/Ton,CDWP_kWh,CDWP1Failed,CDWP1kW,CDWP1S,CDWP1SPD,CDWP1SPD_Alarm,CDWP1SS,CDWP2Failed,CDWP2Hz,CDWP2kW,CDWP2S,CDWP2SPD,CDWP2SPD_Alarm,CDWP2SS,CDWPkW,CDWPSPD,CDWPTR,CDWPTR_ALARM,CDWRT,CDWST,CH_kW/Ton,CH_kWh,CH1_CHWSTSP_Alarm,CH1_kW/Ton,CH1ALARM,CH1AVAIL,CH1CDP,CH1CDT,CH1CDWDT,CH1CDWFLO,CH1CDWRT,CH1CDWRTS,CH1CDWST,CH1CDWSTS,CH1CHWDT,CH1CHWFLO,CH1CHWRT,CH1CHWRTS,CH1CHWST,CH1CHWSTS,CH1CHWSTSP,CH1CHWVLV,CH1COM1F,CH1COM1IGV,CH1COM1S,CH1COM1SPD,CH1CondApproach,CH1DISTEMP,CH1DMD,CH1DPLift,CH1DTLift,CH1EvapApproach,CH1EVP,CH1EVT,CH1F,CH1kW,CH1kWTon,CH1Lift,CH1Load,CH1PCTLoad,CH1S,CH1SBoolean,CH1SS,CH1Ton,CH1TONS,CH2_CHWSTSP_Alarm,CH2_kW/Ton,CH2ALARM,CH2AVAIL,CH2CDP,CH2CDT,CH2CDWDT,CH2CDWFLO,CH2CDWRT,CH2CDWRTS,CH2CDWST,CH2CDWSTS,CH2CHWDT,CH2CHWFLO,CH2CHWRT,CH2CHWRTS,CH2CHWST,CH2CHWSTS,CH2CHWSTSP,CH2CHWVLV,CH2COM1F,CH2COM1IGV,CH2COM1S,CH2COM1SPD,CH2CondApproach,CH2DMD,CH2EVP,CH2EVT,CH2F,CH2kW,CH2kWTon,CH2Lift,CH2Load,CH2PCTLoad,CH2S,CH2SBoolean,CH2SS,CH2Ton,CH2TONS,CHkW,CHkWTon,CHW_GPM,CHWBPV,CHWDP,CHWDP2,CHWDP3,CHWFLO,CHWP_kW/Ton,CHWP_kWh,CHWPkW,CHWPSPD,CHWPTR,CHWRT,CHWST,CHWSTSP,CLGREQD,CO2Cost,CO2Saved,commfail,CommFail_Alarm,Cond_DeltaT_>_10_Degrees,CT1Approach,CT1EVLV,CT1Failed,CT1kW,CT1OAWB,CT1S,CT1SPD,CT1SPD_Alarm,CT1SS,CT2EVLV,CT2Failed,CT2kW,CT2S,CT2SPD,CT2SPD_Alarm,CT2SS,CTFan_kW/Ton,CTFan_kWh,CTFSPD,CTkW,CTTR,CTTR_ALARM,DollarCost,DollarRatePerkWh,DollarsSaved,East_OldkW/Ton,East_OldTon,InLoopFollow,InLoopNotFollow,kBTU,kBTUSqFt,kW Delta,kW/Ton,kW/Ton Delta,kW/Ton_InLoopFollow,kW/Ton_InLoopNotFollow,kW/Ton_OutLoop,kWh,kWh Delta,kWh_InLoopFollow,kWh_InLoopNotFollow,kWh_OutLoop,kWhSqFt,Live kW/Ton,LOOPREQ,Lost Dollar Savings,NOCDWPR,NOCTR,Not_Following_Set_Point,OAH,OAT,OAWB,OAWB_Metric,OECREADY,OEWATCHDOG,OldCO2Cost,OldDollarCost,OldkW,OldkW/Ton,OldkWh,OptimumControl,Out_Of_LoopMode,OutOfLoop,PCHWP1Failed,PCHWP1kW,PCHWP1S,PCHWP1SPD,PCHWP1SS,PCHWP2Failed,PCHWP2Hz,PCHWP2kW,PCHWP2S,PCHWP2SPD,PCHWP2SPD_Alarm,PCHWP2SS,PCHWPkW,PCHWPTR_Alarm,Peak kW,PercentAnnualSavings,PercentInLoopFollow,PercentInLoopNotFollow,PercentNotFollowing,PercentNotOperating,PercentNotOptimized,PercentOptimized,PercentOutOfLoop,PercentSavings,ProjAnnualDollarSavings,ProjCO2Cost,ProjDollarCost,ProjkW,ProjkW/Ton,ProjkWh,RealtimeSavings,RUNCHLR1,RUNCHLR2,RUNCTFAN,RUNCTFAN_Alarm,Ton,TonHours,TonHours_InLoopFollow,TonHours_InLoopNotFollow,TonHours_OutLoop,TotalkW,TotalTon
2015-07-01T00:00:00.000Z,0.0,0.0,1.2424,0.6687,44.1999994914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,123.659998576,79.4599990845,0.0,0.0,0.0,0.0,0.0,1.0,9.76829187075,84.4144992828,5.08499781291,0.0,82.2439982096,84.4161224365,77.1590003967,76.4146753947,-0.610500335693,0.0,64.1164995829,66.9828008016,64.7269999186,66.1590881348,40.0,0.0,0.0,0.0,0.0,0.0,2.1705010732,82.1599992116,100.0,-0.291044950485,17.516998291,0.966000239054,10.0593368212,63.7609996796,239.0,0.0,0.0,17.516998291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.99189178149,84.4549999237,1.07100296021,41.9947433472,82.8320007324,82.7507654826,81.7609977722,80.193010966,-0.51549911499,0.0,64.3805001577,65.4121297201,64.8959992727,65.7461700439,40.0,0.0,0.0,0.0,0.0,0.0,1.62299919128,100.0,10.2132151922,64.4479999542,239.0,0.0,0.0,17.9360014598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4484930038,10.8678323428,11.958984375,0.0,0.0,0.0,0.0,100.0,1.0,50.3423436483,47.1512196859,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32991027832,0.0,0.0,0.0,69.8290901184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0566000007093,0.0,0.929759578025,770.181680143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,81.4803835551,74.1236979167,69.8290901184,0.698290901184,1.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139022.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01T01:00:00.000Z,0.0,0.0,1.2424,0.6687,44.1355012258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,123.61425209,79.4787508647,0.0,0.0,0.0,0.0,0.0,1.0,9.80576006571,84.0935001373,4.97700119019,0.0,82.2050011953,84.2724355062,77.2280000051,76.4857889811,-0.619499842326,0.0,64.2814998627,67.1452356974,64.900999705,66.3130772909,40.0,0.0,0.0,0.0,0.0,0.0,1.88849894206,81.5479996999,100.0,-0.289526462555,17.3040014903,0.980999946594,10.0952865283,63.9199997584,239.0,0.0,0.0,17.3040014903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0293599765,84.0979995728,1.08900006612,43.494556427,82.8185017904,82.6708984375,81.7295017242,80.2051188151,-0.509501139323,0.0,64.5469989777,65.5676879883,65.056500117,65.9038238525,40.0,0.0,0.0,0.0,0.0,0.0,1.27949778239,100.0,10.249500831,64.6099999746,239.0,0.0,0.0,17.7620016734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3135041324,10.707485199,12.0579427083,0.0,0.0,0.0,0.0,100.0,1.0,51.4058116566,47.1266701438,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38904062907,0.0,0.0,0.0,69.838959376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0566000007093,0.0,0.930742255429,767.0447717,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,83.9205495661,73.56260265,69.838959376,0.69838959376,1.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139022.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01T02:00:00.000Z,0.0,0.0,1.2424,0.6687,44.0500005086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,123.533999761,79.4839992523,0.0,0.0,0.0,0.0,0.0,1.0,9.84685413043,83.7620004018,4.86150105794,0.0,82.1435000102,84.1051966349,77.2819989522,76.5537160238,-0.62699953715,0.0,64.4435005188,67.3000310262,65.0705000559,66.4587936401,40.0,0.0,0.0,0.0,0.0,0.0,1.61850039164,81.0170001984,100.0,-0.282030344009,17.0729999542,0.999000549316,10.1288844744,64.0714995066,239.0,0.0,0.0,17.0729999542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0668280919,83.6569989522,1.09499994914,43.119603157,82.7809995015,82.5712254842,81.6859995524,80.2121404012,-0.506499608358,0.0,64.7075004578,65.7117665609,65.2140000661,66.0525360107,40.0,0.0,0.0,0.0,0.0,0.0,0.875999450684,100.0,10.2854506969,64.7719999949,239.0,0.0,0.0,17.5669994354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7143913905,12.2113113403,12.0546875,0.0,0.0,0.0,0.0,100.0,1.0,50.3834686279,47.111735026,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76658884684,0.0,0.0,0.0,69.5154101054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0566000007093,0.0,0.931789304617,763.715867777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,84.7519664764,72.9558982849,69.5154101054,0.695154101054,1.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139022.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01T03:00:00.000Z,0.0,0.0,1.2424,0.6687,43.9344994227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,123.419249217,79.484749794,0.0,0.0,0.0,0.0,0.0,1.0,9.88069629669,83.4814999898,4.72949981689,0.0,82.0669994354,83.9227244059,77.3374996185,76.613398234,-0.630000432332,0.0,64.5979995728,67.4478174845,65.2280000051,66.593691508,40.0,0.0,0.0,0.0,0.0,0.0,1.4145005544,80.5370006561,100.0,-0.280778090159,16.8389994303,1.01099967957,10.1614743869,64.2170003255,239.0,0.0,0.0,16.8389994303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.1030876637,83.2489999135,1.0724995931,41.9947433472,82.7044995626,82.4447174072,81.6319999695,80.2121404012,-0.502000172933,0.0,64.8619995117,65.8513870239,65.3639996847,66.1948827108,40.0,0.0,0.0,0.0,0.0,0.0,0.544500350952,100.0,10.3207283815,64.9279994965,239.0,0.0,0.0,17.3404998779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3664601644,10.7776602904,12.0084635417,0.0,0.0,0.0,0.0,100.0,1.0,50.1367365519,47.0582275391,40.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24408404032,0.0,0.0,0.0,69.0934155782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0566000007093,0.0,0.932513347584,761.422609609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,85.1419556936,72.5301628113,69.0934155782,0.690934155782,1.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139022.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01T04:00:00.000Z,0.0,0.0,1.2424,0.6687,43.7964989344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,123.272249222,79.4757502874,0.0,0.0,0.0,0.0,0.0,1.0,9.91937319438,83.2445004781,4.58249855042,0.0,81.969499588,83.724995931,77.3870010376,76.6724497477,-0.626998901367,0.0,64.7495002747,67.5873260498,65.376499176,66.7260462443,40.0,0.0,0.0,0.0,0.0,0.0,1.2750008901,80.0960000356,100.0,-0.273011366526,16.593000412,1.02299880981,10.1923845609,64.3535003662,239.0,0.0,0.0,16.593000412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.1393471559,82.8935000102,1.04099973043,43.119603157,82.6054992676,82.3035100301,81.5644995372,80.2076721191,-0.490000406901,0.0,65.0134995778,65.9833526611,65.5034999847,66.3321228027,40.0,0.0,0.0,0.0,0.0,0.0,0.288000742594,100.0,10.355334123,65.082499822,239.0,0.0,0.0,17.1019992828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7724253337,11.6812787851,12.0130208333,0.0,0.0,0.0,0.0,100.0,1.0,49.9981892904,47.0174789429,40.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8485101064,0.0,0.0,0.0,68.5384909312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0566000007093,0.0,0.933783168202,757.414702345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,85.5943400065,71.7727635701,68.5384909312,0.685384909312,1.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139022.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01T05:00:00.000Z,0.0,0.0,1.2424,0.6687,43.6577501297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,123.114749908,79.4569997787,0.0,0.0,0.0,0.0,0.0,1.0,9.95200634003,83.0150006612,4.43850008647,0.0,81.8659998576,83.51709493,77.4274997711,76.7238794963,-0.625500361125,0.0,64.8919995626,67.7210922241,65.5174999237,66.8513971965,40.0,0.0,0.0,0.0,0.0,0.0,1.14900080363,79.6834996541,100.0,-0.269944111506,16.3484999339,1.025999705,10.2219504515,64.4915002187,239.0,0.0,0.0,16.3484999339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.1731889248,82.5544999441,1.01100031535,43.119603157,82.4975001017,82.1527226766,81.4864997864,80.1993789673,-0.479500452677,0.0,65.1560001373,66.1076660156,65.63550059,66.4597752889,40.0,0.0,0.0,0.0,0.0,0.0,0.0569998423258,100.0,10.3879241943,65.2280000051,239.0,0.0,0.0,16.8619995117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4956239065,11.7837092876,11.935546875,0.0,0.0,0.0,0.0,100.0,1.0,50.110168457,47.0079243978,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.40780385335,0.0,0.0,0.0,68.0196959178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0566000007093,0.0,0.934358928507,755.603905015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,84.9659687389,71.4240618619,68.0196959178,0.680196959178,1.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139022.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01T06:00:00.000Z,0.0,0.0,1.2424,0.6687,43.5107501348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,122.940000534,79.4292503993,0.0,0.0,0.0,0.0,0.0,1.0,9.98705712954,82.795999527,4.29300053914,0.0,81.7520001729,83.2926635742,77.4589996338,76.7714996338,-0.622500101725,0.0,65.0285002391,67.8485005697,65.6510003408,66.9703903198,40.0,0.0,0.0,0.0,0.0,0.0,1.04399935404,79.2950000763,100.0,-0.264795621236,16.1009998322,1.03050104777,10.2518527508,64.620499293,239.0,0.0,0.0,16.1009998322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.2094484965,82.2080014547,0.976499557495,43.119603157,82.3760007222,81.9904352824,81.3995011648,80.1866378784,-0.460000356038,0.0,65.2984994253,66.2256113688,65.7584997813,66.5842310588,40.0,0.0,0.0,0.0,0.0,0.0,-0.167999267578,100.0,10.4215219816,65.3764998118,239.0,0.0,0.0,16.617500941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0587930679,10.6227211952,12.0325520833,0.0,0.0,0.0,0.0,100.0,1.0,50.1272481283,46.9652531942,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86935806274,0.0,0.0,0.0,67.589641571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0566000007093,0.0,0.935085658098,753.321633351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,84.6919752757,70.9810651143,67.589641571,0.67589641571,1.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139022.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01T07:00:00.000Z,0.0,0.0,1.2424,0.6687,43.3607495626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,122.761499405,79.4007498423,0.0,0.0,0.0,0.0,0.0,1.0,10.0196908315,82.6325003306,4.14749908447,0.0,81.6304995219,83.0643870036,77.4830004374,76.8210194906,-0.613499323527,0.0,65.1740004222,67.9733505249,65.7874997457,67.0868326823,40.0,0.0,0.0,0.0,0.0,0.0,1.00200080872,79.0040003459,100.0,-0.265423854192,15.8429997762,1.01850001017,10.2851146857,64.7689997355,239.0,0.0,0.0,15.8429997762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.2408734163,82.0069993337,0.943500518799,43.119603157,82.261999766,81.8236745199,81.3184992472,80.1732330322,-0.449499130249,0.0,65.4380003611,66.3409983317,65.8874994914,66.7042363485,40.0,0.0,0.0,0.0,0.0,0.0,-0.255000432332,100.0,10.4537760417,65.5204995473,239.0,0.0,0.0,16.3745002747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0799791018,11.1518875758,11.9993489583,0.0,0.0,0.0,0.0,100.0,1.0,50.221514384,46.9964548747,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38123257955,0.0,0.0,0.0,68.1017678579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0566000007093,0.0,0.934929282583,753.811699296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,86.2003498077,71.077293396,68.1017678579,0.681017678579,1.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139022.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01T08:00:00.000Z,0.0,0.0,1.2424,0.6687,43.2122497559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,122.595000585,79.3827508291,0.0,0.0,0.0,0.0,0.0,1.0,10.0535330772,82.5919996897,3.99899991353,0.0,81.516500473,82.8431345622,77.5175005595,76.864827474,-0.600001017253,0.0,65.3209997813,68.0988464355,65.9210007985,67.2045516968,40.0,0.0,0.0,0.0,0.0,0.0,1.07549921672,78.8434988658,100.0,-0.265851418177,15.5954996745,0.997501373291,10.3193844954,64.9234994253,239.0,0.0,0.0,15.5954996745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.2747155825,81.9454994202,0.908999125163,42.7446498871,82.1570002238,81.6664937337,81.2480010986,80.1623814901,-0.4375,0.0,65.580499649,66.4525680542,66.017999649,66.8216883341,40.0,0.0,0.0,0.0,0.0,0.0,-0.21150080363,100.0,10.4880458514,65.6750005086,239.0,0.0,0.0,16.1390005747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6517647902,10.3152604103,11.9388020833,0.0,0.0,0.0,0.0,100.0,1.0,50.3164037069,47.0327606201,40.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89623578389,0.0,0.0,0.0,68.6212647756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0566000007093,0.0,0.93375717913,757.498859609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,85.2165768941,71.7865066528,68.6212647756,0.686212647756,1.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139022.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01T09:00:00.000Z,0.0,0.0,1.2424,0.6687,43.083252271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,122.471250534,79.387998263,0.0,0.0,0.0,0.0,0.0,1.0,10.0825405121,82.8199996948,3.85950342814,0.0,81.4295012156,82.6492207845,77.5699977875,76.9079996745,-0.584999720256,0.0,65.4650001526,68.2338892619,66.0499998728,67.3330815633,40.0,0.0,0.0,0.0,0.0,0.0,1.39049847921,78.9274984996,100.0,-0.272457679113,15.3795013428,0.968999862671,10.3549981912,65.0810000102,239.0,0.0,0.0,15.3795013428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3097662926,82.1854998271,0.877499898275,43.869509697,82.0834986369,81.5399881999,81.2059987386,80.15918986,-0.423999786377,0.0,65.7215003967,66.5685984294,66.1455001831,66.9461619059,40.0,0.0,0.0,0.0,0.0,0.0,0.102001190186,100.0,10.5226517518,65.8295001984,239.0,0.0,0.0,15.9379984538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9870557785,10.1086978118,11.8795572917,0.0,0.0,0.0,0.0,100.0,1.0,50.1511174982,47.0801197399,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78414916992,0.0,0.0,0.0,69.7858486176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0566000007093,0.0,0.930739302621,767.063468064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,82.943819913,73.5579341542,69.7858486176,0.697858486176,1.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139022.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
